,:@computed_region_43an_4dx5,:@computed_region_9yqb_tdyd,_95_ci,county_code,county_name,data_comments,data_sources,data_years,denominator,denominator_note,indicator,indicator_number,location,mapping_distribution,measure_unit,percentage_rate,quartile,region_name,total_event_counts
864,1496,2134,(20.9-30.7),33,Orange,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,"{'type': 'Point', 'coordinates': [-74.241929, 41.422459]}",1,Percentage,25.8,0 - < 27.6 : Q1 & Q2,Hudson Valley,
865,1201,627,(20.3-30.0),37,Putnam,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,"{'type': 'Point', 'coordinates': [-73.717443, 41.41131]}",1,Percentage,25.2,0 - < 27.6 : Q1 & Q2,Hudson Valley,
866,1546,628,(11.4-18.6),39,Rockland,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,"{'type': 'Point', 'coordinates': [-74.017033, 41.127287]}",1,Percentage,15.0,0 - < 27.6 : Q1 & Q2,Hudson Valley,
867,1024,2180,(24.4-34.6),48,Sullivan,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,"{'type': 'Point', 'coordinates': [-74.711705, 41.705166]}",2,Percentage,29.5,27.6 - < 29.8 : Q3,Hudson Valley,
868,264,2182,(20.1-29.8),51,Ulster,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,"{'type': 'Point', 'coordinates': [-74.099412, 41.848374]}",1,Percentage,24.9,0 - < 27.6 : Q1 & Q2,Hudson Valley,
869,1440,2185,(14.9-24.8),55,Westchester,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,"{'type': 'Point', 'coordinates': [-73.805386, 41.039278]}",1,Percentage,19.9,0 - < 27.6 : Q1 & Q2,Hudson Valley,
870,675,2032,(26.0-32.4),58,Bronx,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,"{'type': 'Point', 'coordinates': [-73.868294, 40.85589]}",2,Percentage,29.1,27.6 - < 29.8 : Q3,New York City,
871,809,2090,(22.7-27.4),59,Kings,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,"{'type': 'Point', 'coordinates': [-73.950691, 40.65642]}",1,Percentage,25.0,0 - < 27.6 : Q1 & Q2,New York City,
872,737,2095,(13.7-18.8),60,New York,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,"{'type': 'Point', 'coordinates': [-74.005966, 40.726966]}",1,Percentage,16.1,0 - < 27.6 : Q1 & Q2,New York City,
873,828,2137,(18.5-22.9),61,Queens,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,"{'type': 'Point', 'coordinates': [-73.789673, 40.749338]}",1,Percentage,20.6,0 - < 27.6 : Q1 & Q2,New York City,
874,609,2139,(22.5-31.3),62,Richmond,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,"{'type': 'Point', 'coordinates': [-74.148102, 40.566763]}",1,Percentage,26.6,0 - < 27.6 : Q1 & Q2,New York City,
875,1455,2094,(12.6-19.6),28,Nassau,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,"{'type': 'Point', 'coordinates': [-73.601185, 40.715749]}",1,Percentage,16.1,0 - < 27.6 : Q1 & Q2,Nassau-Suffolk,
876,1421,2179,(16.1-25.6),47,Suffolk,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,"{'type': 'Point', 'coordinates': [-73.119032, 40.820237]}",1,Percentage,20.9,0 - < 27.6 : Q1 & Q2,Nassau-Suffolk,
877,,,(21.0-25.1),999,New York State,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults obese (BMI 30 or higher),g75,,,Percentage,23.1,,New York State,
878,1759,2031,(70.1-79.9),2,Allegany,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-78.020567, 42.226801]}",1,Percentage,75.0,0 - < 78.2 : Q1 & Q2,Western New York,
879,1719,2034,(74.1-82.6),4,Cattaraugus,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-78.606673, 42.224267]}",2,Percentage,78.4,78.2 - < 80.7 : Q3,Western New York,
880,1743,2035,(73.7-82.1),6,Chautauqua,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-79.315313, 42.246904]}",1,Percentage,77.9,0 - < 78.2 : Q1 & Q2,Western New York,
881,62,2041,(76.7-84.9),14,Erie,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-78.795544, 42.888143]}",3,Percentage,80.8,80.7 + : Q4,Western New York,
882,489,2086,(68.8-79.1),18,Genesee,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-78.172679, 43.000121]}",1,Percentage,74.0,0 - < 78.2 : Q1 & Q2,Western New York,
883,1107,2131,(69.4-79.1),29,Niagara,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-78.856419, 43.134634]}",1,Percentage,74.2,0 - < 78.2 : Q1 & Q2,Western New York,
884,170,626,(69.4-79.0),34,Orleans,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-78.218438, 43.248394]}",1,Percentage,74.2,0 - < 78.2 : Q1 & Q2,Western New York,
885,415,2186,(68.6-80.6),56,Wyoming,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-78.204473, 42.723641]}",1,Percentage,74.6,0 - < 78.2 : Q1 & Q2,Western New York,
886,926,2036,(75.5-84.5),7,Chemung,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-76.812331, 42.116644]}",2,Percentage,80.0,78.2 - < 80.7 : Q3,Finger Lakes,
887,232,2091,(77.3-85.2),24,Livingston,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-77.765392, 42.763754]}",3,Percentage,81.2,80.7 + : Q4,Finger Lakes,
888,1666,2093,(80.1-88.2),26,Monroe,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-77.620143, 43.161748]}",3,Percentage,84.1,80.7 + : Q4,Finger Lakes,
889,178,2133,(78.2-85.9),32,Ontario,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-77.252045, 42.894571]}",3,Percentage,82.1,80.7 + : Q4,Finger Lakes,
890,,2143,(75.4-83.7),44,Schuyler,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-76.872032, 42.38593]}",2,Percentage,79.6,78.2 - < 80.7 : Q3,Finger Lakes,
891,689,2144,(70.6-80.8),45,Seneca,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-76.82753, 42.833627]}",1,Percentage,75.7,0 - < 78.2 : Q1 & Q2,Finger Lakes,
892,1757,2178,(68.7-78.7),46,Steuben,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-77.324618, 42.270053]}",1,Percentage,73.7,0 - < 78.2 : Q1 & Q2,Finger Lakes,
893,318,631,(71.1-81.1),54,Wayne,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-77.117995, 43.144336]}",1,Percentage,76.1,0 - < 78.2 : Q1 & Q2,Finger Lakes,
894,,2225,(66.9-76.3),57,Yates,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-77.078311, 42.634338]}",1,Percentage,71.6,0 - < 78.2 : Q1 & Q2,Finger Lakes,
895,343,618,(72.6-81.6),5,Cayuga,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-76.560755, 42.940095]}",1,Percentage,77.1,0 - < 78.2 : Q1 & Q2,Central New York,
896,362,620,(70.6-79.7),11,Cortland,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-76.143291, 42.597101]}",1,Percentage,75.1,0 - < 78.2 : Q1 & Q2,Central New York,
897,559,2088,(75.6-83.6),21,Herkimer,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-74.994246, 43.070026]}",2,Percentage,79.6,78.2 - < 80.7 : Q3,Central New York,
898,1466,2089,(70.2-78.7),22,Jefferson,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-75.898971, 44.019295]}",1,Percentage,74.5,0 - < 78.2 : Q1 & Q2,Central New York,
899,571,623,(71.3-80.6),23,Lewis,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-75.446296, 43.785537]}",1,Percentage,75.9,0 - < 78.2 : Q1 & Q2,Central New York,
900,351,2092,(72.8-81.3),25,Madison,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-75.720031, 42.986917]}",1,Percentage,77.1,0 - < 78.2 : Q1 & Q2,Central New York,
901,1281,625,(70.5-80.3),30,Oneida,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-75.361773, 43.149482]}",1,Percentage,75.4,0 - < 78.2 : Q1 & Q2,Central New York,
902,713,2132,(75.3-84.1),31,Onondaga,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-76.168033, 43.065629]}",2,Percentage,79.7,78.2 - < 80.7 : Q3,Central New York,
903,623,2135,(73.1-80.9),35,Oswego,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-76.31133, 43.39123]}",1,Percentage,77.0,0 - < 78.2 : Q1 & Q2,Central New York,
904,1581,2140,(75.1-82.6),40,St. Lawrence,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-75.242045, 44.689468]}",2,Percentage,78.9,78.2 - < 80.7 : Q3,Central New York,
905,1786,2181,(81.7-88.9),50,Tompkins,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-76.478784, 42.461024]}",3,Percentage,85.3,80.7 + : Q4,Central New York,
906,479,2033,(78.8-86.7),3,Broome,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-75.933191, 42.122015]}",3,Percentage,82.7,80.7 + : Q4,New York-Penn,
907,451,2037,(74.3-82.7),8,Chenango,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-75.570013, 42.481798]}",2,Percentage,78.5,78.2 - < 80.7 : Q3,New York-Penn,
908,450,630,(74.4-83.1),49,Tioga,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-76.29595, 42.120252]}",2,Percentage,78.7,78.2 - < 80.7 : Q3,New York-Penn,
909,40,2030,(76.8-84.7),1,Albany,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.814233, 42.678066]}",2,Percentage,80.7,78.2 - < 80.7 : Q3,Northeastern New York,
910,202,2038,(75.1-83.8),9,Clinton,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.548883, 44.731944]}",2,Percentage,79.4,78.2 - < 80.7 : Q3,Northeastern New York,
911,977,619,(78.0-86.6),10,Columbia,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.682168, 42.276913]}",3,Percentage,82.3,80.7 + : Q4,Northeastern New York,
912,395,2039,(74.4-82.9),12,Delaware,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-74.997944, 42.242972]}",2,Percentage,78.6,78.2 - < 80.7 : Q3,Northeastern New York,
913,287,2084,(76.7-85.0),15,Essex,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.685145, 44.166026]}",3,Percentage,80.8,80.7 + : Q4,Northeastern New York,
914,278,621,(71.5-80.9),16,Franklin,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-74.340621, 44.705699]}",1,Percentage,76.2,0 - < 78.2 : Q1 & Q2,Northeastern New York,
915,1227,2085,(71.2-80.3),17,Fulton,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-74.331296, 43.06014]}",1,Percentage,75.7,0 - < 78.2 : Q1 & Q2,Northeastern New York,
916,88,2087,(77.0-85.7),19,Greene,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.973376, 42.298326]}",3,Percentage,81.4,80.7 + : Q4,Northeastern New York,
917,1409,622,(83.3-90.2),20,Hamilton,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-74.395268, 43.618468]}",3,Percentage,86.8,80.7 + : Q4,Northeastern New York,
918,1221,624,(71.7-80.1),27,Montgomery,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-74.341972, 42.933637]}",1,Percentage,75.9,0 - < 78.2 : Q1 & Q2,Northeastern New York,
919,432,2136,(77.1-85.2),36,Otsego,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-75.060334, 42.564852]}",3,Percentage,81.2,80.7 + : Q4,Northeastern New York,
920,38,2138,(72.1-80.8),38,Rensselaer,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.628669, 42.70098]}",1,Percentage,76.4,0 - < 78.2 : Q1 & Q2,Northeastern New York,
921,1148,2141,(81.1-88.1),41,Saratoga,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.786779, 43.00894]}",3,Percentage,84.6,80.7 + : Q4,Northeastern New York,
922,74,2142,(74.4-82.7),42,Schenectady,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.946838, 42.809233]}",2,Percentage,78.5,78.2 - < 80.7 : Q3,Northeastern New York,
923,1173,629,(76.6-85.3),43,Schoharie,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-74.434606, 42.643426]}",3,Percentage,81.0,80.7 + : Q4,Northeastern New York,
924,,,(24.9-29.2),999,New York State,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,g77,,,Percentage,27.1,,New York State,
925,128,2183,(77.9-86.6),52,Warren,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.716044, 43.403024]}",3,Percentage,82.2,80.7 + : Q4,Northeastern New York,
926,787,2184,(71.3-81.9),53,Washington,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.454761, 43.289513]}",1,Percentage,76.6,0 - < 78.2 : Q1 & Q2,Northeastern New York,
927,1022,2040,(80.3-87.2),13,Dutchess,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.840468, 41.686216]}",3,Percentage,83.7,80.7 + : Q4,Hudson Valley,
928,1496,2134,(71.7-80.9),33,Orange,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-74.241929, 41.422459]}",1,Percentage,76.3,0 - < 78.2 : Q1 & Q2,Hudson Valley,
929,1201,627,(76.2-84.8),37,Putnam,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.717443, 41.41131]}",2,Percentage,80.5,78.2 - < 80.7 : Q3,Hudson Valley,
930,1546,628,(67.5-77.3),39,Rockland,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-74.017033, 41.127287]}",1,Percentage,72.4,0 - < 78.2 : Q1 & Q2,Hudson Valley,
931,1024,2180,(66.5-76.4),48,Sullivan,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-74.711705, 41.705166]}",1,Percentage,71.4,0 - < 78.2 : Q1 & Q2,Hudson Valley,
932,264,2182,(70.6-80.2),51,Ulster,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-74.099412, 41.848374]}",1,Percentage,75.4,0 - < 78.2 : Q1 & Q2,Hudson Valley,
933,1440,2185,(74.5-83.4),55,Westchester,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.805386, 41.039278]}",2,Percentage,79.0,78.2 - < 80.7 : Q3,Hudson Valley,
934,675,2032,(65.7-72.5),58,Bronx,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.868294, 40.85589]}",1,Percentage,69.2,0 - < 78.2 : Q1 & Q2,New York City,
935,809,2090,(67.8-72.8),59,Kings,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.950691, 40.65642]}",1,Percentage,70.4,0 - < 78.2 : Q1 & Q2,New York City,
936,737,2095,(77.3-82.7),60,New York,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-74.005966, 40.726966]}",2,Percentage,80.2,78.2 - < 80.7 : Q3,New York City,
937,828,2137,(69.0-74.6),61,Queens,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.789673, 40.749338]}",1,Percentage,71.9,0 - < 78.2 : Q1 & Q2,New York City,
938,609,2139,(64.8-75.1),62,Richmond,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-74.148102, 40.566763]}",1,Percentage,70.2,0 - < 78.2 : Q1 & Q2,New York City,
939,1455,2094,(72.5-82.9),28,Nassau,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.601185, 40.715749]}",1,Percentage,77.7,0 - < 78.2 : Q1 & Q2,Nassau-Suffolk,
940,,,,57,Yates,,"2009-2011 Vital Statistics Data as of February, 2013",2009-2011,25095,Average annual population,"Cardiovascular disease mortality rate per 100,000",d1,,1,Rate,296.2,0 - < 296.3 : Q1 & Q2,Finger Lakes,223
941,1421,2179,(74.3-83.3),47,Suffolk,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,"{'type': 'Point', 'coordinates': [-73.119032, 40.820237]}",2,Percentage,78.8,78.2 - < 80.7 : Q3,Nassau-Suffolk,
942,,,(74.1-78.5),999,New York State,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,g76,,,Percentage,76.3,,New York State,
943,1759,2031,(16.9-25.5),2,Allegany,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,g77,"{'type': 'Point', 'coordinates': [-78.020567, 42.226801]}",3,Percentage,21.2,0.0 - < 24.0 : Q1,Western New York,
944,1719,2034,(15.9-24.0),4,Cattaraugus,,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,2008-2009,,,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,g77,"{'type': 'Point', 'coordinates': [-78.606673, 42.224267]}",3,Percentage,20.0,0.0 - < 24.0 : Q1,Western New York,
